Tweet_content,Sentiment Score
mohsenhersi theeuropeanlad nah dembele’s one is deserved ,0
rt ben_johns mps shouldn’t get expenses,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt reyesfloresh ¡otro hospital más ahora fue el issste en piedrasnegras lo que era un elefante blanco,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt gustavorugeles dato informan que alcalde encargado de uribia alberto henriquez orozco invita a la conunidad a desconocer la orden de…,0
rt frasernelson at the peak of covid hospital cases,0
rt _lauryncalo22 all my people in the valley/la,0
rt jimlnlips this is my granpa,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt drink_mixxer i've signed up for extralife this year to raise money for sick and injured kids at my local children's hospital  i need…,-1
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt _lauryncalo22 all my people in the valley/la,0
rt whitehouse this fall,-1
y dice que no le va a faltar de nada,0
rt shelzymx urgente ‼️,0
apoyo por favor 🙏 ,1
se necesita donadores de sangre en ,0
👉👉hospital ayala,0
 👉👉en guadalajara https//tco/n01wxwasrs,0
rt chrisandjosep posting this from my hospital bed 😂🤷🏻‍♂️💦,0
new 👇🏼,0
https//tco/2s26vchdex,0
https//tco/tafiv0smaa,0
pollas_lefa2 xxx_me…,0
rt _lauryncalo22 all my people in the valley/la,0
🙏🙏🙏,0
rt pattyalexx this has to stop a hospital can’t act like this anywhere,1
https//tco/sdztlmlbxd,0
writingcommunity ou…,0
rt valeriaroman 57 años murió por covid19 la jefa de enfermería del hospital de cinco saltos,0
https…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
oh god,0
💔 💔🥺😢,0
rt the_oluwatoyinn no shooting in lekki but you went to the hospital the next day to visit citizens with gunshot wounds🤡,0
endsars,0
rt miciyaaahhh i did not happen yesterday ,0
a record low fucking hell 😭🤷‍♀️,-2
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
con que personal va a dotar el hospital de valdebebas,0
con personal de otros hospitales pero no le va a faltar de n… https//tco/yfskdwtzyh,0
cbs11jack johncornyn realdonaldtrump joebiden kamalaharris mjhegar cbsdfw https//tco/c15b7ktkfn,0
rt gvillasis también en este especial la relación entre vizcarra y hernández,0
and,0
atsushiiryuu bendito seja o asteroide que se fragmentou e formou o meteoro que caiu sobre a terra pré histórica di… https//tco/yie75exjsc,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt nto1927 patient in your list from 26th september tweeting to help on 25th october 🤣कमाल है 🤣🤣🤣 another q those who finds you and you…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt jimlnlips this is my granpa,0
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt phemmytula morenikemustsurvive,0
morenike on 19th oct,0
escuchar a idiazayuso en telemadrid y sentir más miedo q vergüenza q también lo de vender un hospital sin sani… https//tco/v3natltisz,-1
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
rt timmckenna5 sunday evening with my best friends and new neighbours matt's cooking dinner whilst rach is on the decks these two hav…,1
rt maskeartita cuantos médicos va a contratar para el nuevo hospital,0
ayuso voy a reorganizar los médicos de otros hospitales,0
 siniestr…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt camaradabakunin esa es la parte que no cubre su seguro médico privado seguid pensando que son ciertas las chufas que os cuentan línea…,0
ever woke up in the hospital,0
ibaa todo bien y acá estamos en el hospital con maru ,0
rt elcomercio_peru 🔴 exclusivo | hernández dio dinero de iccgsa a martín vizcarra,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
trumpsurrendered,0
rt mayubeku soliders told victims' relatives sanwo-olu sent them,0
soldiers carried away 8 corpses of protesters killed at d scene,-1
dump c…,-1
rt ester0961 tots els que us avorriu i teniu tanta necesitat d’ oci nocturn,0
a diazayuso le sale el tiro por la culata a ella no le compete nada solo anuncia humo  saca médicos de un lado p… https//tco/d3lhsq9si7,0
rt _lauryncalo22 all my people in the valley/la,0
en telemadrid sacándole los colores a ayuso incapaz de explicar cómo va a llenar de personal el hospital milagro d… https//tco/81vbgis3yw,0
rt _lauryncalo22 all my people in the valley/la,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
denuncian que en la provincia de san juan hospital publico cobran 8000 pesos la pcr es verdad ginesggarcia… https//tco/nb7dmnoxwa,0
carod-rovira es recupera favorablement a l'hospital joan xxiii de tarragona d'una intervenció quirúrgica per l'exti… https//tco/pue02jjbi7,0
it's shocking that this can happen in a developed country,-1
noticias10 - generalroca 🏨 las mamás internadas en el hospital lópez lima tuvieron su regalo solidario del… https//tco/rdkutyowyu,0
ever played kho kho,0
well,1
they are too gooooood at blamin… https//tco/eixnxtmk20,0
more rounding the corner votehimout,0
ayuso dice que el 31 de octubre se abrirá el nuevo hospital,0
rt somtosocial i lay on my hospital bed for two days this week,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt bazyjonesy how many of them died,-1
more than died of covid https//tco/uvvixaa8b2,-1
rt bomberossv hicimos maniobras para poder liberar la pierna y rescatar a la joven del tragante de san miguel,0
rt the_oluwatoyinn no shooting in lekki but you went to the hospital the next day to visit citizens with gunshot wounds🤡,0
endsars,0
rt amowensby 1/4 i have called upon my opponent to stop his dangerous,-2
as covid cases surge again across the…,0
shannon_perrett heathbelden ashishkjha atrupar swatlashoover part of the reason you're not raking cash in is d… https//tco/otszqpbtte,0
rt miciyaaahhh i did not happen yesterday ,0
rt miamiherald icymi a miami-dade nurse practitioner and mother of a 2-year-old said she was deliberately exposed to covid by a miami ph…,0
rt mioriente atención📍| al servicio de urgencias del hospital de marinilla llegó esta mujer sin ninguna identificación la institución a…,-1
wirelesslinkx restaurant pager ape6900 waterproof breakproof waiter wristband watch calling system for plant hospit… https//tco/sm4shxss8s,0
rt its_lovelee_ree to my healthcare friends _you_need_jesus mayra_daniela89 realmikehuffman  help is on the way 💜 stay safe and thank…,1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt somtosocial i lay on my hospital bed for two days this week,0
a crucial part of running a hospital is financial management and cost reduction,0
🐏ferroviarios la agrupación de vigiladores el mangrullo en campaña contra la lucha por el pase a planta de los tra… https//tco/ceisjhilfr,0
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0
the pro-deathers really should do their homework before tweeting they don't,0
rt balogunshina98 good day everyone i am passionately and urgently appealing to well meaning people who are willing to contribute to the…,5
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
invest-h asegura que el viernes 30 de octubre se entregará hospital móvil de tegucigalpa https//tco/6muln3ktke https//tco/qvjtnoxywb,0
😫,0
rt somtosocial i lay on my hospital bed for two days this week,0
rt thinktanksk saskatchewan adds 60 new covid19 cases,0
total cases at 2,0
a…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt titusnation ian,0
as an ame…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt pukawayra que bonitoahora una vez que sean gobierno,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt cathyjoegpt betoorourke 🙏🙏💙💙,0
prayers for every american fighting for their lives against covid - ,0
prayers for all healthcare workers,0
yoooh,0
jimindoim_twt bendito seja o asteroide que se fragmentou e formou o meteoro que caiu sobre a terra pré histórica d… https//tco/z02bg3vwc2,0
rt penny2449 please rt https//tco/gm3ywrjbvk,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
a man was admitted to the hospital with six plastic horses up his butt his condition was stable,1
rt codeofvets urgent mission,-1
battlecreek mi,0
army/ng amp air force vet keith retired at 22 yrs not old enough to draw pension been in/o…,1
rt ester0961 tots els que us avorriu i teniu tanta necesitat d’ oci nocturn,0
rt fco_scarletperu cuando no hay turno en el hospital 🏥👨‍⚕️👩‍⚕️ medicos,0
isabelburr scarletgruber mauriciohenao rodsalas03 danarenas…,0
rt catswithnohope well the dr at this hospital immediately took zoro from me and they are examining him now he didn't want to hear what…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
alguien mas piensa q lo del hospital de  valdebebas es una masacre al resto de hospiitales y q estan repartiendo o… https//tco/vioju37dpl,0
rt _lauryncalo22 all my people in the valley/la,0
rt zach_fleisher a public post and plea from a front line physician at st boniface hospital remember that when our leadership may fail,-2
rt rawanbds israeli occupation refused tuqa al-akhras pleas to see her father,-2
rt shaylathespaz the number for the hospital is 806 354-1000 ,0
the address is ,0
1501 coulter st,0
https//tco/ni5nrzfjxh,0
rt kdgvillain anyone cannot get it,0
rt juanmi_news él es mbaye gil,0
rt lluis_llach ostres,0
rt ben_johns mps shouldn’t get expenses,0
rt youlotta what a surprise some magats will have when they open their hospital bills and have to ask themselves “was going without a mas…,0
fue movilizada desde guerrero negro a la paz,0
,0
,0
,0
https//tco/ohffrksop0,0
rt maziibe_ 💔 💔🥺😢,0
rt _lauryncalo22 all my people in the valley/la,0
rt colonelcutshaw at the moment,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
doctors without borders msf and local rights organisations condemned the recent shelling of a children's hospita… https//tco/7qain3fopj,-1
rt _lauryncalo22 all my people in the valley/la,0
rt khanoisseur during 1918 flu pandemic,0
rt carasa_gadsden - tu hospital está saturado y no te atienden,0
- te impiden…,0
rt thinktanksk saskatchewan adds 60 new covid19 cases,0
total cases at 2,0
a…,0
ayuso se ha puesto muy tensa cuando en la entrevista de telemadrid le han preguntado varias veces de dónde van a sa… https//tco/ocwuzboa5j,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt terriirwin we’re proud to have 5 times more solar power than any other australian zoo,1
rt ivette_pataki después de 1 mes con ocupación de 23/40 camas promedio en área covid en mi hospital,0
el…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt chrisandjosep posting this from my hospital bed 😂🤷🏻‍♂️💦,0
new 👇🏼,0
https//tco/2s26vchdex,0
https//tco/tafiv0smaa,0
pollas_lefa2 xxx_me…,0
"al hospital de valdebebas ""no le va a faltar de nada""pero a los otros centros que quitaran sanitarios",0
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
horaciorubio97 afuera del hospital donde trump esta internado por coronavirus y ellos sin cubrebocas y  aglomerados 😆,0
"rt timothy_stanley ""in some regions gps were asked to identify their frail elderly patients who would be left at home even if they were s…",-1
berniesanders workingfamilies the university of washington’s institute for health metrics and evaluation released… https//tco/xzuav6e05m,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ben_johns mps shouldn’t get expenses,0
rt mioriente atención📍| al servicio de urgencias del hospital de marinilla llegó esta mujer sin ninguna identificación la institución a…,-1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
la ayuso en telemadrid diciendo que en el nuevo hospital que va a inaugurar no le va a faltar de nada,0
rt nooouurrrrrrr guys please i need help if someone knows what i can do ,0
my uncle is 78 year old man who tested +ve for covid,0
he had a st…,0
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
eringillespiemd anthonynguyenmd bensmithmd jamesbyu drhowardsandler chr_huang kaitlynlapen elaineecha… https//tco/aedcnf1ofm,0
rt ester0961 tots els que us avorriu i teniu tanta necesitat d’ oci nocturn,0
markjmiller57 i’m grateful for so many donations bills pile up everyday two weeks in the hospital with surgery w… https//tco/17mg1xg2gc,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt _lauryncalo22 all my people in the valley/la,0
also,0
rt jjurtzi la ida acaba de decir que va a quitar médicos de otros hospitales para el nuevo hospital de valdebebas si así es idiazayus…,0
dice isabel díaz ayuso que va a trasladar a los médicos de los hospitales al nuevo hospital de pandemias,0
rt shaylathespaz the number for the hospital is 806 354-1000 ,0
the address is ,0
1501 coulter st,0
rt keysersosse october 25th 2009,0
corporal thomas mason,0
vaqueroeh sería más efectivo decirle a la gente cómo está el hospital clínico por ejemplo,0
rt catiia_siilva revolta me tanto ver-vos dizer que toda esta situação não merece destaque,0
rt _lauryncalo22 all my people in the valley/la,0
rt _crystalaugust ** the length of treatment for children cancer ranges from 3 months to 3-5 years that's over 1278 missed days to learn…,-2
rt realvictor__ kidon hospital bed will you visit me when i'm discharged,0
nurse no,0
rt activestills yesterday israeli security personnel prevent hunger-striking palestinian prisoner,-1
rt racastrol mas de 6 meses y no se ha hecho nada 🤣🤣,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt stefmlozinski emzanotti she’s beautiful also,1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
💔💔💔💔,0
reorganización así se va a llevar ese hospital reorganizando gente,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt _lauryncalo22 all my people in the valley/la,0
pg5became true to lifethe african american teacher indicated she was misdiagnosed with cataracts,0
"ayuso confirma en una entrevista con telemadrid ""la proeza"" del hospital de pandemias que ""va a sorprender al mund… https//tco/9drihubteg",0
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
pay attention to these numbers,0
rt koxka16 en telemadrid sacándole los colores a ayuso incapaz de explicar cómo va a llenar de personal el hospital milagro de valdebeva…,0
rt nursesinna i’m a perfectly sane nurse,2
rt ester0961 tots els que us avorriu i teniu tanta necesitat d’ oci nocturn,0
rt menelwencilla salgo de guardia 27 horas en el hospital,0
rt shinkipeia info 201025 jaejoong ,0
visted the funeral hall of seoul samsung hospital to pay his last respects to actor kim minjong'…,0
❗️❗️atenção❗️❗️,0
vim informar que quem teve contato comigo nessa última semana procure um posto de saúde ou um hospi… https//tco/rnq7iaveoc,0
rt rmnvhill //tw attempted murder,-1
,0
,0
,0
,0
the police gave the fascist fighting squad permission to ‘take care of the protestors’ and so t…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
decías tu puedes exponer a tu hijo para que un crío de 24 años te haga caso,0
seras 🐷 … https//tco/f3xantpg5l,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
verdade verdadeira,0
rt asabereroland sometimes i feel like i should go to the hospital and amputate my arms cos the fufu pounding be too much 😪,0
la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habl… https//tco/y08unadpdv,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
francediplo is france a mental hospital,0
there is no logic ever,0
freedom of religion respecting other religions an… https//tco/dzfeocqwpq,1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
spartanburg county | man,0
rt temiokomi if this story is true,0
rt 2heidishattuck7 govabbott johncornyn tdem here’s johnny ,0
puhleez you gopers let us get sick amp die,-2
you didn’t shut us down,0
rt penny2449 please rt,0
juliahb1 julia,0
rt theoladeile folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuary…,0
rt m_pinhe ayuso se ha puesto muy tensa cuando en la entrevista de telemadrid le han preguntado varias veces de dónde van a salir los san…,0
rt _lauryncalo22 all my people in the valley/la,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt jimlnlips this is my granpa,0
petervroom1 what an incredibly tiny worm you are,1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt drericding new—texas’s epidemic so bad now,-2
rt iam_olaide breaking news,-1
it has just been reported dat an inmate in a well known mental hospital in ogun state south west nigeria wa…,1
reporters asked public health leaders three times twice in english and once in spanish if elpaso has run out of… https//tco/pxi24sutfa,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt ckpainters69 a must read from martin feeley  if you know anyone who is still concerned please retweet ,-1
“unfortunately,0
rt nto1927 sonu sir,0
rt mariambarghouti this morning a palestinian family woke up with the news that their 18 year old son,0
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
rt muslims_india love wins and will always win — a vdo of a doctor with a patient ,4
dr altaf in a hospital in aurangabad  via imtiaz_j…,0
rt btsart_army btsarmy 1$ will be donated to la's children hospital for every halloween card sent i've just sent one and it took less t…,0
hospital regional,0
noah urrea new cover,0
definitely sounds like el paso,1
rt jimlnlips this is my granpa,0
rt global5sos the situation in poland is escalating quickly with the fascist groups that were given green light to take care of the prote…,-1
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt adeyanjudeji is dj switch still lying thunder fire all of you endsars https//tco/r804vtuxw2,-1
rt houstonchron federal disaster team sent,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt jjurtzi como era evidente es un hospital para pagar a los empresarios amigos se ha enroscado con la presentadora pero lo ha dicho que…,0
rt themendozawoman fight for the nhs with your whole chest ,0
this is what happens without it https//tco/66ob7sh5m5,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt shelzymx urgente ‼️,0
apoyo por favor 🙏 ,1
se necesita donadores de sangre en ,0
👉👉hospital ayala,0
 👉👉en guadalajara https//tco/n01wxwasrs,0
ex-assam cm tarun gogoi recovers from covid-19,0
rt bnodesk texas is setting up a temporary hospital in el paso,0
rt realvictor__ kidon hospital bed will you visit me when i'm discharged,0
nurse no,0
my fav bts song is star building also known as star hospital,1
"jpscott1972 valoisdubins alwaikari drdompimenta away as ""just false positives"" or a ""case-ademic",-1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt realvictor__ kidon hospital bed will you visit me when i'm discharged,0
nurse no,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt afnewsng psychiatric patients on the run as hoodlums raid hospital in calabar video 2023electionforyouth nafdac in kaduna attacked…,0
rt deplorable_bree this is on you fordnation  covid has a more than 99% survival rate cancer does not scamdemic,0
anyone able to help,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt mikhailaaleksis secondary deaths due to lockdowns and fear-mongering it’s a real thing,0
rt bkives manitoba covid19 situation summary,0
- another high case count,0
- record hospitalization numbers and test-positivity percentage…,0
y para cuándo ese espirante será aceptado como colaborador eficaz,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
rt bernisorinas l'entrada de podemos al gobierno,0
agree why do ppl believe this because dt says it since most of his comments are absurdwe hv to get a gt educat… https//tco/iyzmbjnosi,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
mañana empiezo las prácticas de la carrera en el hospital y estoy al borde del colapso,0
denise_vert mfrompa takemeaway771 basementvegan snwilsonmd jpbakstran redstateblues_ drmckinn czarim1… https//tco/1a8skoklp2,0
rt lauragalaxy_ así que según está diciendo ayuso en telemadrid,0
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
en lo dicho unas semanas atrás dallascowboys está será una temporada larguísima,0
un hospital y una desgracia https//tco/48dttfongy,0
hay que seguir construyendo hospitales dignos y de especialidades para los paceños,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt _lauryncalo22 all my people in the valley/la,0
d1s0rd3rr amg eu não tava falando de ti nesse tweet,0
"rt childrensla it's that time of the year send your cards and help kids like ethan feel some joy on halloween in his own words ""i cou…",2
rt imeerage this guy is exposing himself everyday,0
realismo y salud covid-19,0
webmaster víctor lópez guzmán,0
“verificar si tiene neumonía y tome los medicamentos… https//tco/dsvr9m8vka,0
rt pattyalexx this has to stop a hospital can’t act like this anywhere,1
https//tco/sdztlmlbxd,0
writingcommunity ou…,0
rt nto1927 oh they some how found you really exactly how that snehal i'd have no tweets,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
"rt basicbi75362701 govmikedewine start posting the ed numbers for covid only  start sharing the rapid vs pcr tests even if a person ""g…",1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt penny2449 please rt https//tco/gm3ywrjbvk,0
rt nto1927 patient in your list from 26th september tweeting to help on 25th october 🤣कमाल है 🤣🤣🤣 another q those who finds you and you…,1
tegidroberts swalesmetroprof completely flawed analysis of the data,-1
much shallower growth curves,0
no exacerbation… https//tco/6gxe4rhbte,0
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt theoladeile folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuary…,0
rt grizzsworld sugar mamas cash app in his bio https//tco/427notas5i,0
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt titusnation ian,0
as an ame…,0
rt _lauryncalo22 all my people in the valley/la,0
ricardo nicolau reencontra paciente com síndrome de down do hospital de campanha e reafirma compromisso com pcd https//tco/t6vz1tw8jy,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
diciendolo el origen de mildred “ratched” 📺 la enfermera de un hospital psiquiátrico que se convierte en un monstr… https//tco/twjoilxqpk,0
latialina a mí me parece que la presentadora es una impertinente que le va a poner pegas a todo si monta un hospi… https//tco/tmdettmqfe,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt shahcastic sonusood please check the dates before posting,0
we are living in october😂 https//tco/wjqcr223xl,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt inesgcaballo díaz ayuso  contando ahora que el nuevo 'hospital de pandemias' va a contar con profesionales de otros hospitales vamos,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt tvnnoticias en buen ánimo se refleja en el personal del cuarto de urgencia de maternidad del hospital josé domingo de obaldía de david…,0
rt eijefediego yeidckol ¿qué tal el hospital español,0
¿la factura va por su cuenta o esa también la pagamos nosotros,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt _lauryncalo22 all my people in the valley/la,0
mi mamá de 50 años fue a el hospital essalud alcántara el 24-10 por tener síntomas covid al ser yo positiva y no la… https//tco/hb2g7dt9ld,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
covid19sa ,0
panda says global increase in hospitalization is not significant😉 ,0
i wonder what method they use to… https//tco/mq8sxsnq13,1
qdineta anonymous_cat0 bip_jaume govern oriolmitja tonitrilla https//tco/psluggtaqu,0
gente,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
i think i will break up with you,-1
rt _lauryncalo22 all my people in the valley/la,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
cindylouywg now look at the predicament the hospitals are facing just because people do what they feel they’re ent… https//tco/lu5lpafv5l,-1
