Tweet_content,Sentiment Score
northdakota pandemic,0
covid19,0
https//tco/lkqpvw3r7l,0
rt _lauryncalo22 all my people in the valley/la,0
after trump said we rounded a corner on covid,1
rt _lauryncalo22 all my people in the valley/la,0
diverse pathology and enough exposure we got you  whc is the largest tertiary hospital in washington dc,1
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
prof_mason mp_latinx theskiter soonerdreams ampmtalk jet1jack ordinary1world deadacated1 dindin6… https//tco/v6bhlzkhpb,0
rt bnodesk australia's hardest-hit state,0
- new cases 0,0
- pos…,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt nbcwashington tafara williams,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt jimlnlips this is my granpa,0
rt riotwomennn thank you  finally  the american medical association tweets a message to americans ,1
physicians are not inflating the c…,0
rt jilevin texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/mksnbtvtig,0
these man don’t learn bruv,0
warren_hanyane master_mbao nomzamombatha neo_emmar lol newscafe,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ladbonnie city of dreaming spires,0
remember this,0
teen iman st clair killed a cyclist with a scissor kick to the head,-1
eamonn ander…,0
just a glance at the infections rate and hospital admissions in scotland will show you current restrictions are hav… https//tco/moj60by8db,-1
hospital is so peaceful its going home is the best part get me out of here 😂,2
rt dvillella converting a conventin center into a hospital doesn't sound like winning to me,2
the fact that *45 and pence are still holdi…,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt justin_hart we shut down the economy to avoid the non-existent threat of hospital overruns ,-1
the results thousands and thousands of…,0
rt _lauryncalo22 all my people in the valley/la,0
"rt markf0879 take us out of all restrictions the whole reason for this disgraceful lock down is the ""fear"" our health service won't cope…",-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt chloebooker wowie,0
that it escaped box hill ho…,0
my chorkie 🐕 just chewed through a packet of preworkout out and can’t stop chasing her tail 😱 ,0
might be going to t… https//tco/7vegpxultp,0
so you shoot them,0
rt stnicholas_ng st nicholas hospital facilities also,0
share your thoughts on christmas decorations 🎄,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt avogroovy “the soldiers,0
we need more than prayers right now,1
rt vminreport please report these disgusting people being so disrespectful to t/h and his grandma,-2
x https//tco/vzplh0boqz,0
x https//t…,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
prayers for all of you - doesn’t have to be this bad,-1
rt ria_dancel you are lying again,-1
rt jonesthebosher winter is always tough for the nhs but this year will be even tougher if increasing numbers of patients with covid need…,2
rt patriotmarie danscavino billstepien presssec potus realdonaldtrump laraleatrump erictrump play dr fauci,0
oh wow  and i thought it was bad on the approach from the bay bridge to ucsf hospital down by chase and giants par… https//tco/6h6zex89qv,0
rt thereds8 when the star starts questioning the lockdowns,0
rt avogroovy “the soldiers,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt iam_d2a psychiatric hospital vandalised in calabar,0
rt drpenking hoodlums in calabar broke into a psychiatric hospital and freed patients ,0
so basically mad people in the streets went to fr…,-1
to expand on the airplane analogy planes exchange air amp purify it to a much higher quality than ordinary ward hosp… https//tco/zauv6pf4ue,1
wont be active tmr bc its hospital day soo see ya on tuesday lt3 https//tco/zbhty1dnbd,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt temiokomi at this point in time,0
rt mattbc we simply do not have the hospital capacity to sustain this,0
rt avogroovy “the soldiers,0
rt themendozawoman fight for the nhs with your whole chest ,0
this is what happens without it,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
benice08 fagbenrokemzie eaa_247 lasun90 chidiodinkalu lagmetropolitan while you go take your bed at psychiatric hospital,0
rt themendozawoman fight for the nhs with your whole chest ,0
this is what happens without it,0
rt temiokomi if this story is true,0
praying a speedy recovery for your grannyvotethemallout votehimout2020 votetrumpout,2
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
but realdonaldtrump does not care  he has given up,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt monjamonjamon friendly reminder https//tco/ac3epmgrg8,1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt whitehouse this fall,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
next time someone pretends they can’t wear a mask,0
come lemme rearrange your womb,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt _lauryncalo22 all my people in the valley/la,0
dejadinero picnic table in a park,0
abandoned warehouse,0
hospital,0
hood of car,0
good question,1
i hate this country so much,-1
rt miciyaaahhh i did not happen yesterday ,0
rt themendozawoman fight for the nhs with your whole chest ,0
this is what happens without it,0
rt _lauryncalo22 all my people in the valley/la,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
plz let moots have watched it too so we can scream about it and why they didnt make season2 😔😔😔,-1
rt bachyns “the guidelines should compel utahns to try harder to minimize the spread of the virus,-1
rt stnicholas_ng st nicholas hospital facilities also,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
"rt berniesanders last night trump attacked medicare for all as ""socialized medicine"" funny i didn't hear him complain when he received…",-1
rt cnn sara blackwood,0
the 39-year-old was found with a gunshot wound and…,-1
rt chrislu44 worth recalling how marc short,1
-advised pence not to wear a mask at the mayo clinic in violation of hospital rules,-1
-weaken…,0
rt _lauryncalo22 all my people in the valley/la,0
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
rt lynnbrittney2 timothy_stanley mind you,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ruthhen05786097 douglas ross doesn't want you to know he was part of uk gov at height of the pandemic who presided over this👇,0
hospita…,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt monjamonjamon friendly reminder https//tco/ac3epmgrg8,1
rt alexberenson lockdowns kill unnecessary media-driven panic kills https//tco/nbbixaazxz,-4
mask up,0
rt leovaradkar hospital overcrowding is at a record low for this time of year and has been for months we have beds free in most hospital…,1
rt mattbc we simply do not have the hospital capacity to sustain this,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt basford_h meidastouch the university of washington’s institute for health metrics and evaluation released this week and they paint a…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt berniespofforth at the peak of covid 40% of nhs beds were empty 4 times the normal amount,0
the french make us look only partly french ,0
rt _drummershy_ a mlp fan and a person of lgbtqia+ was fatally shot last night in chicago on coming out day she was 39 years old heartb…,-1
rt nnubonnie you may already be seeing the signs in your own hospital –– covid19 cases are surging across the country in what seems to b…,0
rt klara_sjo being popular on twitter is pretty much the same as sitting at the cool table in a mental hospital cafeteria,3
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
the only zoo i’ll go to 😊,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
olivia austin rides patient's dick at the hospital https//tco/dm4rybehej,-1
realdonaldtrump is mentally ill,0
maga ,0
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt _lauryncalo22 all my people in the valley/la,0
"rt rmconservative ""unintended"" https//tco/tfcvv57iw0",0
reallykazcooke is it true that kennett closed down a pandemic hospital and sold it to the private sector,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt avogroovy “the soldiers,0
joeylinn_ dodger fans are some of the worst i’ve come across remember a few years ago when they put that guy in t… https//tco/qpaabbl2ce,0
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt jimlnlips this is my granpa,0
at the state general hospital along with his daughterthis announcement peace mean government i all commission gover… https//tco/rzrfuzrmck,1
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt jimlnlips this is my granpa,0
another evil governor who uses health care himself but would deny it to anyone else,-2
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
a vera ver,0
rt photopro28 99freemind jenninemorgan the facts are the hospitals have been far under capacity during covid 1000s of serious procedur…,0
rt robertgmz5 texas,0
johncornyn  failed us,-1
tedcruz fa…,0
rt cp24 more police say the male victim was located suffering from multiple gunshot wounds ,-2
https//tco/utn0wssxpa,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt temiokomi at this point in time,0
rt libbityboo rounding the corner my fucking ass,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt photopro28 99freemind jenninemorgan the facts are the hospitals have been far under capacity during covid 1000s of serious procedur…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced canc… https//tco/gfkmaqgrbx,1
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt _lauryncalo22 all my people in the valley/la,0
rt hoz_books amid the hardship and poverty of 1950s liverpool,-2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
many catch it when in hospital,0
rt ffrindimi messages from home for all hospitals in the aneurinbevanuhb area 👇👇,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
wtf this is bullshit,-1
rt avogroovy “the soldiers,0
rt nwambulance liverpool city council’s communications team were given unprecedented access inside the royal liverpool university hospita…,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt effjayem i had covid in may there is no question about it,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt welshgasdoc imagine being as blind,-1
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
i wish everyonesaying covid isn’t real,0
rt _lauryncalo22 all my people in the valley/la,0
rt theanabraga joebiden like when the cdc just came out  and said 133k people didn’t 💀 of covid was a hospital error 😡 so nope not gonn…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
rt frasernelson at the peak of covid hospital cases,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt essexpr ◾️deaths for any cause within 28 days of a positive test,1
 = covid death,-1
◾️positive test from a procedure that can detect vira…,0
semperdiced if they wait till election day,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
"rt guttersblessing ""hospital""",0
making headway n pokemon is a classic https//tco/uc40wpgxwc,2
rt _lauryncalo22 all my people in the valley/la,0
rt ben_johns mps shouldn’t get expenses,0
rt ceraldi_carleen good morning my lovelies💕,1
i'm on my way to the hospital to see mark and maybe let him win at crib,1
in case nobody has…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt photopro28 99freemind jenninemorgan the facts are the hospitals have been far under capacity during covid 1000s of serious procedur…,0
rt wmpolice missing | this is an urgent appeal to trace craig evans have you seen him ,0
the 35-year-old left hospital in birmingham t…,0
rt temiokomi st nicholas hospital has denied this,-1
want to give it another shot,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt avogroovy “the soldiers,0
cleaning out the basement with my new husband and found these gems yes i’m that old illbelovingyouforever ⁦… https//tco/feonhh1gw2,1
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt mbk_center a hospital in altai,0
rt _lauryncalo22 all my people in the valley/la,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt comradekalel i've been putting it off,0
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
konkrumah 2plotd of land along the mallam gbawe road,0
rt jimlnlips this is my granpa,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
a thread on racism in covid management in australia first,-1
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
i’m so tired of my job saying “super short tonight” as big as that hospital is 🙄,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
please pray for my daughter almost a year ago she was diagnosed with right heart failure and arterial pulmonary hy… https//tco/jnwwkwlnh1,0
rt mgreenjed deeply saddened about the deaths of the two first-year students this weekend thoughts and prayers are with them,0
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt mirrorbreaking_ breaking huge 14 car m40 pile-up sees 20 injured and 11 taken to hospital https//tco/kj6n0jlrha https//tco/gpuuo9f…,-1
endsars ,0
folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relative… https//tco/rokwi4qjhr,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt berniespofforth at the peak of covid 40% of nhs beds were empty 4 times the normal amount,0
rt _lauryncalo22 all my people in the valley/la,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
when you ignore other views on public health because of groupthink this is the end result,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ben_johns mps shouldn’t get expenses,0
rt cp24 breaking a woman who was struck by a vehicle near dupont and christie streets has died in hospital,-3
https//…,0
rt jezs thinking of people i know who work in hospitals when i read this https//tco/ijex7khqma,1
the uk isn't far from this level - we're just shit at testing,-1
rt gacpars please please please donate and share,0
"rt exjon an ""unintended consequence"" some of us warned about in march monomaniacal focus on covid is a threat to public health",-2
carol323697211 gmpolice 🤔 maybe not such an utter waste of time if one of these people infected one of your famil… https//tco/4ponyhkvgv,-2
rt melaneelthomas impaired driving is,-1
peterstefanovi2 zero malnourished children have turned up in local hospital according to records maybe there is a… https//tco/rmrj8j09tw,0
rt _lauryncalo22 all my people in the valley/la,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt welshgasdoc imagine being as blind,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
frasernelson a hospital bed without a nurse or a doctor is just a bed we all know how over stretched the doctors… https//tco/wruboy2muh,0
i just raised $5000 usd for my local children’s hospital through  extralife donate today amp help me reach my goal https//tco/y9xtnahgwl,0
rt ktsmcelina ‼️breaking the el paso convention center to be turned into a auxiliary hospital during the ongoing covid-19 crisis ,-1
acco…,0
rt welshgasdoc imagine being as blind,-1
anyone with a significant life illness will be denied hospital admission/treatment charming,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
liza_bitch sectioned is when you are forced against your will into a mental health hospital and not allowed to leave,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
we have to bring back respect for the spirituality of our births and endobstetricracism black mothers amp birthing… https//tco/vquosderiu,1
rt berniespofforth at the peak of covid 40% of nhs beds were empty 4 times the normal amount,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt mattbc we simply do not have the hospital capacity to sustain this,0
exactly he got the best care taxpayers could pay for,1
rt itosettimd_mba minute 1130,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt daddyhope 2day should be anti-corruption day,0
the crooked obadiah moyo amp other powerful people hatched a plan to loot us$60m thru drax…,-1
here here 👏🏼👏🏼👏🏼👏🏼,0
rt hbamigboye the nation newspaper at fatai atere,0
rt afrovii i do agree on 1 thing the looting in lagos amp calabar were directed looking at the locations targeted leaves one to conclude…,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
i had 3 hg pregnancies but only have two children,0
rt __gershom two hilarious updates on the psychiatric hospital that was looted in calabar yesterday,1
some patients were set free by the m…,1
rt scottfortuna at acadia national park today,0
realdonaldtrump if they aren’t in the hospital before election day https//tco/6h7a1e03f9,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt avogroovy “the soldiers,0
rt avogroovy “the soldiers,0
mikkeane35 wallmoises therealpunk natediaz209 yeah mcgregor got the win,1
rt brandiwine7777 hmmmmm another adverse side effect of covid amp it’s politics,-1
rt srf_sally breesanna we need hospitals to be the whistleblowers - not just one doctor or nurse,0
jenocracy hopefully well-timed news too i will probably have to work five hours,1
rt alexberenson lockdowns kill unnecessary media-driven panic kills https//tco/nbbixaazxz,-4
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
katiephang what the hell were they made of waittttt a minute  this is like wrenches for the military or those cr… https//tco/gyeuyeohwb,0
rt _lauryncalo22 all my people in the valley/la,0
rt ruthhen05786097 douglas ross doesn't want you to know he was part of uk gov at height of the pandemic who presided over this👇,0
hospita…,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt _srs_14 bollywood wale sach me gadhe hi hote hai kya uneducated log hai sonu sood hamare uty ni likha hai maathe pe we clearly…,0
rt avogroovy “the soldiers,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt welshgasdoc imagine being as blind,-1
rt ben_johns mps shouldn’t get expenses,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
got an update from my brother that our dad had been taken from the medical center he was at to a hospital,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt ranscombepeter peterstefanovi2 zero malnourished children have turned up in local hospital according to records maybe there is a spe…,0
rt hamada_najar in a heart-breaking scene,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt rmnvhill //tw attempted murder,-1
,0
,0
,0
,0
the police gave the fascist fighting squad permission to ‘take care of the protestors’ and so t…,-1
rt trumankelly most of the likes on this tweet are from bots with less than 5 followers,1
and the taxpayer is footing their wages,0
twit…,0
thehill a trump super spreader trump has no responsibility toward his supporters he doesn’t care if they get cov… https//tco/s64j6wmk9v,3
spencermorgan93 geoffarsenal what don’t you get it’s about the nhs if 025% of the population need access to a… https//tco/8fqt6rd52p,0
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt lindapatch essenviews who in the goddamn hell is back to rallies 6 days after getting out of the hospital with covid at 74 no less…,-1
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt eseoheodigene nwaokenye peace is a 22 year old daughter of an aged father diagnosed with breast cancer at the irrua specialist hospita…,0
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt vee_ron_ica_ lesstonehouse jeff_kennett why do you think he lost in a landslide sold and privatised what he could cut public servi…,-1
rt johnegibson hey,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
markjudy19 errolwebber late term abortions are only used in medical emergencies and usually in the hospital my s… https//tco/lvxlv2ou5x,0
bates smart takes holistic approach with hospital wing https//tco/sy1kw0nmvg https//tco/wb0d9hpnjz,1
rt missuscreighton slipperyslopes6 i agree-i really don’t understand given what europe is now experiencing it’s as if we’re are fightin…,0
they just called at the hospital to threating me cause obviously after more than 6 times that they refuse to do t… https//tco/3cdudfp26z,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt myheromemes *on the phone*,0
aizawa why are you all not back yet,0
sero we’re at the hospital,0
aizawa why what happened,0
sero ki…,0
rt ossoff another preventable and devastating rural hospital closure ,-1
i will fight to expand medicaid and deliver resources for georgia…,0
rt mattbc we simply do not have the hospital capacity to sustain this,0
rt avogroovy “the soldiers,0
moscowmitch has heart disease,0
rt cathyjoegpt betoorourke 🙏🙏💙💙,0
prayers for every american fighting for their lives against covid - ,0
prayers for all healthcare workers,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
texas makes convention center a hospital amid covid surge,0
https//tco/3czd2ni2cg,0
rt _lauryncalo22 all my people in the valley/la,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
approaching summer in australia as the northern hemisphere plunges into the depths of infection,-1
last night gavin was readmitted to american family's icu family and friends say his condition is as serious as it'… https//tco/1rzv5eon0t,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt eseoheodigene nwaokenye peace is a 22 year old daughter of an aged father diagnosed with breast cancer at the irrua specialist hospita…,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt jimlnlips this is my granpa,0
this is really bad news,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt bdonorspakistan rt urgent b+ blood group required at services hospital  lahore please contact on 03219400034 spreadtheword dona…,-1
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
rt themendozawoman fight for the nhs with your whole chest ,0
this is what happens without it,0
judgeyourself99 realdonaldtrump keano you are a total loon walter reed national military medical center is a mi… https//tco/szxpf9zblk,0
girbagely i got off of work the other day twelve hour shift at the hospital to a text from my friend asking why… https//tco/i2fxgpwuqc,1
rt nbcwashington tafara williams,0
govmlg nmdoh your policies are terrible who is getting the $$$$ for the gibson hospital you are not using  i wo… https//tco/p7yxk7sfmg,-1
rt whitehouse this fall,-1
patsystew that was only for one hospital the the one she was transferred from was 400k but completely covered by insurance it’s crazy,-1
therrienv 12mjr13 kherriage ryanafournier defensive production act for ventilators hospital ships to east and… https//tco/kcmidkwv5e,-1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
"rt eileeniorio and yet ireland has just imposed a ""level 5"" lockdown of its citizens for 6 weeks deaths are thankfully v low too ",0
why a…,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
